Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
59520,49,0,Retired,Tier_3,8928,0,1791,7094,3098,2934,1961,3405,1970,0,1731,11,6397,26609,1409,831,166,298,897,55,0,221
35605,44,4,Student,Tier_2,7121,0,1196,4795,2784,1743,1655,2146,1133,2541,945,10,3406,9546,1261,399,178,225,425,34,17,103
11074,21,4,Professional,Tier_2,2215,1533,335,1466,726,548,354,621,466,681,310,6,641,1819,281,72,130,28,181,11,27,47
34458,58,2,Student,Tier_3,5169,5729,921,4393,2198,891,1568,1941,1353,2636,566,10,3368,7094,229,486,167,399,417,3,30,113
40831,24,4,Student,Tier_2,8166,0,1934,4703,3186,1189,1084,1854,1640,2421,1104,13,5357,13551,1070,769,226,317,182,2,9,228
14792,63,3,Self_Employed,Tier_1,4438,0,633,2104,1176,733,303,689,653,946,399,7,1052,2718,515,176,65,72,174,25,35,114
33926,31,0,Professional,Tier_3,5089,0,1331,4849,1753,1349,983,2555,1348,0,659,7,2442,14011,1061,374,319,286,497,65,0,110
31430,56,0,Professional,Tier_1,9429,0,1046,3488,1873,979,1486,1391,1465,0,415,8,2593,9858,282,141,151,273,300,13,0,83
12023,41,4,Retired,Tier_2,2405,0,531,1784,831,458,349,865,484,996,352,8,1001,2969,189,119,81,88,127,11,41,51
39942,35,2,Self_Employed,Tier_1,11983,6304,992,4322,3068,1843,1097,2668,1256,3990,978,5,1442,1442,1027,493,307,182,389,54,16,266
46985,55,3,Self_Employed,Tier_1,14095,0,1136,5306,3173,1954,1039,3325,1438,3431,1008,15,6843,11078,1592,545,187,220,733,59,123,277
71353,56,3,Retired,Tier_2,14271,13734,3469,9730,5674,2069,2004,5636,2952,5170,2047,13,4596,4596,844,1460,565,366,590,48,79,466
69703,57,3,Retired,Tier_1,20911,10704,3365,9489,4911,1622,1437,3105,2701,4784,1093,13,5582,5582,950,982,172,285,724,13,122,294
9965,18,1,Student,Tier_3,1495,0,399,1114,501,386,238,420,340,724,246,10,971,4101,144,48,100,38,65,1,1,67
14167,34,4,Retired,Tier_2,2833,974,481,1784,917,295,646,983,455,1206,290,8,1204,3302,105,178,58,165,60,7,50,46
45296,43,3,Retired,Tier_2,9059,3638,2115,4590,3563,955,1615,2102,1757,2422,610,14,6403,12870,305,999,164,343,388,80,101,45
45251,39,4,Self_Employed,Tier_2,9050,7033,1909,5826,2506,1514,1695,2880,1687,3969,981,12,5558,6199,1595,538,275,285,641,75,65,140
45297,56,2,Student,Tier_2,9059,0,1951,6624,3536,1898,1282,2644,1555,4341,796,13,5778,11611,393,532,200,350,725,68,11,128
654180,35,2,Professional,Tier_2,130836,53808,25853,71195,37973,19973,30092,48804,25049,57928,14853,21,137816,137816,20773,5787,1798,3390,3692,995,2437,1635
47366,55,2,Student,Tier_2,9473,8242,2257,4771,3666,961,1288,3433,2317,3050,1383,11,5396,6526,575,752,198,149,938,24,109,161
74414,45,1,Self_Employed,Tier_3,11162,0,2183,10345,5082,3668,1575,4413,3197,6131,1220,12,9123,25438,1817,729,945,471,1296,8,205,207
64354,38,2,Professional,Tier_3,9653,0,1801,9473,3928,1838,1830,3673,1964,3437,1572,14,8756,25183,2477,987,216,474,651,19,162,325
50517,55,4,Student,Tier_1,15155,9192,1902,5748,3906,2275,2439,2868,2312,2919,1209,15,593,593,908,480,220,567,585,66,27,67
23312,50,0,Retired,Tier_3,3497,0,711,3367,1227,889,597,1477,795,0,258,5,1173,10495,983,180,186,111,234,37,0,61
55057,47,0,Student,Tier_2,11011,6175,1194,6760,3972,1816,2450,3335,2078,0,783,11,5963,15483,1289,420,244,707,726,9,0,104
16166,59,4,Professional,Tier_3,2425,1735,790,2256,1096,517,654,981,790,1442,266,10,1609,3214,280,207,48,161,240,10,5,41
24822,25,0,Student,Tier_2,4964,0,1169,2857,1523,1078,1226,1770,840,0,268,6,1413,9129,161,446,275,232,414,37,0,75
20346,47,3,Student,Tier_2,4069,1386,413,2980,1345,665,769,1276,971,1233,436,9,1745,4802,376,190,146,78,307,32,2,70
32031,56,0,Student,Tier_1,9609,0,1475,3319,2334,1247,1087,2450,1144,0,690,9,2745,8676,950,673,121,267,600,14,0,64
191124,26,1,Retired,Tier_2,38225,0,6792,27503,10228,7509,4392,11966,8101,14098,3779,23,44883,58532,5720,617,717,641,3077,9,670,360
6735,50,2,Self_Employed,Tier_2,1347,1284,237,786,390,213,271,530,220,405,191,6,410,859,204,59,59,46,64,10,12,38
51946,60,0,Self_Employed,Tier_2,10389,0,1300,5206,3191,1147,1401,3957,2390,0,1332,14,7492,21633,1407,346,170,146,852,51,0,384
8257,46,0,Self_Employed,Tier_2,1651,0,214,948,594,186,214,459,261,0,196,10,794,3533,108,81,40,12,31,6,0,34
20566,48,1,Student,Tier_2,4113,2531,585,2891,1585,940,557,1590,923,1134,392,6,1276,3325,703,164,54,129,277,28,22,94
71690,20,1,Professional,Tier_2,14338,0,2630,7513,5591,1885,1990,4107,2193,4618,1523,14,10301,25303,1256,575,260,370,715,108,79,184
31583,55,0,Student,Tier_3,4737,4934,1089,4207,1939,1355,1388,1396,1485,0,734,8,2427,8319,250,439,247,289,224,54,0,121
12667,28,3,Student,Tier_3,1900,933,358,1808,807,303,442,637,632,1225,163,10,1233,3461,285,139,49,75,184,15,60,35
16928,22,0,Self_Employed,Tier_2,3386,0,748,1954,1307,818,790,828,691,0,481,10,1686,5925,367,193,145,63,104,4,0,79
51670,48,3,Self_Employed,Tier_3,7750,0,1578,6299,2670,1201,2373,2800,2434,3594,821,13,6673,20149,1158,243,142,136,811,73,2,55
16725,37,2,Retired,Tier_2,3345,0,433,1683,1204,339,553,1170,637,1184,279,9,1549,5897,342,185,70,164,338,0,36,79
35672,21,4,Student,Tier_2,7134,4671,1156,3955,2421,1521,1071,2716,1654,3532,893,10,3472,4949,957,219,136,119,275,10,149,186
31114,25,2,Retired,Tier_1,9334,0,1281,3420,1726,1447,936,1763,1465,2741,473,7,2260,6527,258,210,101,178,316,3,69,55
17813,59,0,Retired,Tier_3,2672,0,529,2526,1318,567,420,1019,535,0,430,8,1363,7796,446,290,42,68,176,12,0,101
166726,52,0,Retired,Tier_2,33345,0,4928,24110,8712,3478,6363,7422,7505,0,2326,25,41006,68538,1730,695,747,1682,1723,176,0,665
49816,30,3,Self_Employed,Tier_1,14945,8298,1169,6322,2679,2281,1076,3269,1606,3826,589,13,3755,3755,1062,602,608,65,510,74,109,83
5936,22,1,Retired,Tier_2,1187,0,137,766,395,179,253,321,220,399,146,10,572,1933,73,101,25,34,70,2,17,19
34826,57,3,Student,Tier_2,6965,0,1003,3599,2063,1693,827,1493,1421,2907,353,5,1864,12503,1052,556,478,208,354,39,34,38
17668,36,1,Retired,Tier_3,2650,0,735,2257,940,775,777,1352,724,1038,360,8,1440,6060,663,162,103,182,164,15,11,57
59332,35,1,Self_Employed,Tier_2,11866,8288,2144,6694,4212,2231,2729,2738,2164,3977,1684,13,7492,10605,1238,530,619,555,300,8,43,237
15914,50,1,Student,Tier_2,3183,0,712,1895,871,654,488,801,613,1151,297,8,1246,5247,507,217,172,103,240,29,47,60
27369,21,1,Student,Tier_2,5474,2928,1137,3378,2173,1064,974,1228,1147,2451,641,5,1400,4774,187,386,110,98,158,8,33,113
44934,35,0,Professional,Tier_2,8987,0,1758,5805,3511,1864,1189,2463,2174,0,532,11,5077,16651,305,1010,360,95,161,29,0,146
59967,63,4,Self_Employed,Tier_1,17990,0,1456,7537,3727,2142,2097,4415,2142,3828,1684,13,7847,12950,692,889,117,176,1273,50,146,234
11484,41,4,Professional,Tier_2,2297,0,545,1220,832,433,415,666,425,810,153,10,1106,3689,344,140,89,27,116,15,39,42
22956,60,2,Self_Employed,Tier_3,3443,0,480,2856,1704,789,507,1149,721,2018,367,10,2205,8923,588,324,48,94,312,16,45,31
20517,46,2,Self_Employed,Tier_1,6155,0,1000,2336,1370,642,593,1498,637,1565,486,5,1107,4235,376,303,154,111,214,31,58,66
17788,48,2,Self_Employed,Tier_3,2668,0,785,2557,1322,372,861,1111,678,1200,382,6,1010,5853,756,367,74,168,205,13,58,49
123169,45,3,Professional,Tier_2,24634,0,3396,13314,9098,2860,4475,6301,4329,10009,3165,21,26165,41590,1140,2475,341,732,1578,151,33,644
41479,26,2,Retired,Tier_1,12444,5900,2056,5503,3303,960,943,2612,1252,3978,1242,15,1287,1287,328,329,158,69,565,36,92,319
10941,62,2,Self_Employed,Tier_1,3282,2181,366,1533,642,376,400,650,337,1086,114,9,0,-26,95,192,86,40,121,9,34,32
62520,43,2,Student,Tier_1,18756,0,2759,6507,4771,2732,2484,4370,2879,3627,1106,14,8609,12528,613,263,621,604,725,33,99,154
163845,64,0,Student,Tier_2,32769,0,7859,20946,11482,6663,5322,9468,7183,0,3157,22,35925,58997,1399,1350,919,427,597,166,0,203
68523,19,2,Self_Employed,Tier_1,20557,0,2393,7661,3782,1796,3005,5460,2778,6103,814,12,8248,14172,1817,1083,346,387,1103,57,302,102
8897,23,4,Self_Employed,Tier_1,2669,1356,343,972,487,381,379,441,418,875,153,5,421,421,199,89,50,81,106,10,33,41
20365,46,0,Self_Employed,Tier_2,4073,0,807,2279,1499,946,558,1275,619,0,567,6,1271,7741,652,364,206,166,346,9,0,129
82659,43,1,Retired,Tier_2,16532,0,3100,9656,5145,2608,2828,4313,3990,8259,1229,11,8832,24998,2829,1466,315,734,452,8,134,159
17031,45,3,Self_Employed,Tier_2,3406,0,435,2416,1300,661,641,1170,828,1462,470,5,856,4241,151,388,81,80,141,3,41,118
42788,24,0,Retired,Tier_1,12836,5369,1230,4944,2799,1588,1850,3232,1434,0,800,12,5302,6705,498,654,311,225,862,64,0,158
55752,51,0,Retired,Tier_1,16725,9941,1294,8325,3302,2655,1772,3382,1942,0,599,14,5814,5814,1232,306,168,374,750,16,0,153
14291,62,4,Self_Employed,Tier_2,2858,0,473,1435,1081,637,482,624,550,1026,286,6,889,4839,295,141,172,137,41,3,37,33
28605,27,2,Self_Employed,Tier_2,5721,0,731,4036,2214,665,709,1412,1129,1855,557,6,1809,9575,1179,213,74,152,209,37,24,80
2244,58,1,Retired,Tier_2,449,271,57,241,144,112,45,104,96,139,47,9,197,539,40,14,19,9,28,4,2,13
13219,57,4,Professional,Tier_2,2644,0,310,1831,855,623,602,735,432,846,209,6,775,4131,417,234,87,118,154,9,30,24
24512,64,4,Retired,Tier_3,3677,0,801,3228,1899,551,874,1936,926,1236,408,9,2109,8976,950,297,88,185,421,5,22,73
11056,39,0,Student,Tier_1,3317,0,252,1433,666,543,473,831,350,0,186,10,1066,3005,152,165,152,28,87,8,0,35
110734,44,1,Self_Employed,Tier_2,22147,0,4638,12241,7648,2366,3607,8122,4253,8899,3185,20,21853,33628,832,1109,175,452,736,54,155,902
9555,56,4,Professional,Tier_2,1911,0,449,1293,490,419,302,703,350,669,156,5,524,2812,175,39,112,39,150,3,33,24
21098,39,3,Professional,Tier_1,6329,0,620,2634,1687,813,1038,1115,753,1816,425,5,1136,3868,395,90,178,82,329,36,67,42
33308,36,3,Self_Employed,Tier_2,6662,0,1505,4867,1801,1114,1583,2327,1389,2170,684,6,1846,9208,1247,321,271,279,501,31,6,123
95032,53,4,Professional,Tier_1,28510,0,3580,10530,5259,2248,3587,3859,3137,6602,1239,10,9738,26482,2939,380,238,436,921,65,236,157
9512,26,0,Student,Tier_2,1902,0,306,1363,519,311,274,519,377,0,276,10,930,3664,320,94,20,43,121,3,0,57
76076,36,3,Self_Employed,Tier_1,22823,8964,3375,10433,3911,2233,3261,5097,2826,7105,1533,11,4516,4516,758,311,417,543,975,3,348,222
30247,19,0,Retired,Tier_3,4537,0,1320,3168,2216,1437,909,1476,951,0,645,6,1872,13588,419,218,322,183,295,37,0,65
13681,45,2,Self_Employed,Tier_1,4104,0,660,1731,869,472,374,692,529,989,327,6,788,2933,507,202,135,45,159,2,41,83
43418,56,2,Student,Tier_2,8684,0,2094,5857,2777,1345,904,2903,2156,3940,490,15,6372,12269,1718,521,117,52,799,35,32,144
35179,39,0,Professional,Tier_1,10554,4701,1439,3660,2786,1215,1415,2183,1445,0,786,9,3045,4996,453,174,66,243,294,71,0,126
18560,23,4,Self_Employed,Tier_1,5568,1820,879,2196,1050,708,406,1224,773,1343,331,6,1159,2261,160,148,119,55,86,10,47,85
31723,64,2,Student,Tier_2,6345,1926,687,4376,1640,1369,746,2002,998,2351,567,6,1835,8718,1111,256,247,146,505,28,49,145
22042,24,2,Retired,Tier_2,4408,0,566,2692,1504,620,1006,1719,798,2120,648,9,2080,5960,486,407,179,260,151,5,93,70
32852,23,3,Student,Tier_2,6570,0,959,3630,2076,932,1170,2587,1369,2728,914,7,2180,9918,904,504,148,223,610,54,122,171
50953,50,4,Self_Employed,Tier_2,10191,0,2231,5492,2855,2425,1236,2581,1955,3760,1398,14,7235,16829,854,701,637,277,402,18,133,293
106699,31,0,Student,Tier_3,16005,0,2272,15087,6855,3528,2650,6972,3710,0,2947,18,19048,46673,2911,1949,1004,696,1559,21,0,490
11144,18,2,Retired,Tier_2,2229,0,476,1152,620,367,503,697,348,736,243,8,903,3774,284,170,24,105,200,5,15,31
165277,42,4,Self_Employed,Tier_1,49583,17612,6630,17532,13005,7164,5049,6955,6353,14568,2484,20,18342,18342,3975,2423,874,1386,499,200,251,293
6294,23,2,Professional,Tier_3,944,0,292,893,484,171,277,286,293,352,115,8,526,2187,114,120,18,82,63,9,1,17
26570,45,3,Self_Employed,Tier_3,3985,0,569,3549,1745,676,866,1471,1223,2230,504,7,1808,9752,973,422,123,58,404,8,84,130
48031,35,4,Retired,Tier_2,9606,0,1856,5369,3049,2142,1042,2537,2031,3661,590,11,5161,16147,1513,481,501,101,431,44,91,134
37562,44,1,Retired,Tier_1,11269,0,864,4068,2195,1222,1183,1960,1433,3714,970,7,2790,8684,1145,375,206,230,405,50,165,273
18229,19,3,Self_Employed,Tier_1,5469,0,395,1925,1307,684,792,865,810,1712,298,6,1058,3972,356,273,89,115,83,1,84,34
25399,57,0,Retired,Tier_2,5080,0,1230,2601,1375,564,1265,2005,1108,0,536,9,2301,9634,139,326,70,271,339,14,0,106
20223,38,4,Student,Tier_2,4045,3227,539,2236,1459,701,473,1518,714,1426,547,7,1352,3339,268,82,46,91,343,30,48,47
18722,40,2,Student,Tier_1,5617,2305,481,2591,1192,554,473,787,777,1452,213,8,1518,2280,747,292,111,93,119,27,24,58
59197,19,4,Professional,Tier_2,11839,10549,2737,7739,3963,2048,2889,4730,2861,5223,1005,11,3613,3613,1564,534,405,182,453,54,7,179
39917,33,0,Self_Employed,Tier_1,11975,3087,1173,5426,2819,1579,1866,1640,1469,0,1122,7,2600,7761,970,230,367,392,135,69,0,111
17234,21,4,Professional,Tier_3,2585,1436,783,2562,1239,441,691,752,531,916,240,5,866,5058,495,237,77,98,104,23,31,56
61613,51,2,Student,Tier_2,12323,9035,2471,7475,4338,2089,1940,4087,2733,4964,1191,10,6168,8968,944,776,259,495,714,23,167,208
38361,22,3,Professional,Tier_3,5754,0,985,5611,2273,1726,1538,1786,1895,3297,755,5,2018,12740,370,243,333,366,123,73,141,197
57483,51,3,Retired,Tier_2,11497,0,2046,5969,3131,1715,1351,2655,2440,3885,842,11,6255,21951,1463,450,343,314,397,41,34,205
49645,39,2,Self_Employed,Tier_2,9929,8577,1977,6921,2926,1208,1092,2338,2210,3464,1218,13,6432,7783,1325,388,205,297,668,37,162,329
15456,63,1,Self_Employed,Tier_1,4637,0,644,2026,854,532,693,1235,627,1077,280,5,791,2852,137,164,77,138,151,25,35,69
19164,37,1,Self_Employed,Tier_2,3833,2958,660,2529,1452,424,603,1137,694,1717,523,9,1640,2634,499,148,57,132,147,2,58,66
54545,56,3,Student,Tier_1,16364,6360,1672,5460,2834,1309,2301,3371,2396,5230,660,13,6591,6591,1480,715,164,343,873,23,201,53
48886,64,0,Retired,Tier_3,7333,0,2369,5386,3283,1265,1486,3230,1572,0,686,15,7100,22276,1359,350,179,278,868,4,0,116
29503,30,4,Student,Tier_1,8851,5384,960,4357,2292,1395,1416,2200,1019,2657,358,8,0,-1386,1265,325,254,244,605,25,90,90
32952,61,2,Retired,Tier_3,4943,0,1343,4368,2611,1317,1538,1910,1349,2123,342,5,1698,11107,655,734,363,445,531,31,6,65
83373,51,0,Retired,Tier_2,16675,12616,3761,12152,6383,1867,3204,4454,3770,0,1036,12,10278,17456,1649,1790,140,396,339,44,0,84
18689,61,4,Self_Employed,Tier_1,5607,3275,468,2001,1215,525,742,748,577,1002,556,7,1326,1974,473,341,41,54,101,5,9,55
46473,23,3,Student,Tier_2,9295,0,1603,5910,3179,2280,1831,2061,1795,3444,1150,11,4917,13924,932,350,492,316,510,75,136,203
25520,46,2,Professional,Tier_2,5104,0,933,2876,1389,1202,560,1576,854,2155,491,7,1847,8380,430,207,75,50,415,36,13,46
25205,50,0,Professional,Tier_2,5041,4678,935,3741,1421,514,1119,1974,792,0,458,8,1965,4533,781,233,62,248,193,34,0,46
72256,18,4,Self_Employed,Tier_1,21677,0,1768,9994,4092,2088,3180,4481,2348,6139,1888,12,8886,14602,1971,1038,418,587,672,85,108,553
58063,64,3,Student,Tier_1,17419,0,1206,8610,3834,2399,2612,4469,2211,3352,1367,12,7061,10585,2397,947,167,577,1094,13,136,321
57513,24,3,Retired,Tier_2,11503,0,2298,5846,3832,1959,1550,4467,2443,5188,1343,13,7297,17084,1735,826,156,217,320,34,220,271
85249,39,4,Self_Employed,Tier_2,17050,11039,3294,9484,4816,3568,3515,3686,3915,6819,2398,13,11230,15665,1829,335,348,399,558,29,112,584
30508,49,1,Professional,Tier_3,4576,4218,1251,4447,1700,1495,1247,2169,1324,2455,521,7,2153,5105,360,104,359,246,462,49,107,140
51767,31,1,Professional,Tier_2,10353,7767,1382,5588,3760,1354,1503,2809,2091,4334,1015,13,6745,9811,993,314,120,334,606,17,98,95
23406,41,4,Retired,Tier_1,7022,4584,705,3128,1343,646,822,1813,872,1817,364,7,289,289,638,397,133,63,136,35,37,80
38882,36,4,Student,Tier_1,11665,0,1443,5686,2625,1803,1008,3062,1597,2354,1010,7,2799,6630,1032,226,473,240,305,75,4,259
27034,44,4,Professional,Tier_1,8110,4620,587,2720,1520,542,918,1203,1141,1866,491,7,1760,3315,702,441,146,267,66,46,80,25
32421,40,3,Student,Tier_2,6484,1791,849,4110,2116,1085,813,1330,1369,2261,788,9,2759,9424,942,228,125,206,239,14,44,68
48295,62,2,Student,Tier_3,7244,5524,2242,6297,3314,1406,2099,2106,2062,3659,900,13,6120,11442,365,274,232,547,466,102,171,235
15590,38,3,Professional,Tier_2,3118,2811,384,2163,1236,715,353,936,509,1466,225,8,1204,1674,610,68,108,104,68,23,38,13
159989,61,3,Professional,Tier_2,31998,0,3988,22201,8563,5176,4689,7470,7555,15057,4673,16,26047,48619,2343,1861,1150,874,2134,330,656,1210
13415,46,1,Self_Employed,Tier_1,4025,0,559,1711,955,463,511,537,472,1236,279,6,755,2670,228,136,67,50,35,8,54,57
11357,18,4,Student,Tier_3,1704,630,528,1639,818,466,462,881,560,593,129,8,881,2947,315,208,122,104,60,2,8,31
75769,48,3,Self_Employed,Tier_1,22731,0,3722,8577,4294,2487,3736,5323,3013,6700,954,13,9993,14232,805,1280,731,911,1343,14,13,248
56516,44,3,Student,Tier_3,8477,0,2548,6818,3514,1640,1633,3069,2031,5522,1235,14,7769,20029,769,708,456,465,397,34,44,220
49427,61,4,Professional,Tier_1,14828,0,2045,6582,3523,1522,2250,3826,2358,3390,706,12,5960,8397,1463,749,386,558,434,80,46,70
49594,53,2,Student,Tier_1,14878,7168,2310,6957,3539,2283,1670,2472,2312,4079,1162,13,764,764,1135,206,416,198,324,76,168,295
29708,44,1,Self_Employed,Tier_2,5942,5696,1041,3471,1932,916,738,1331,1475,2477,495,6,1770,4193,748,537,132,218,369,17,121,139
14635,32,0,Student,Tier_1,4390,0,421,1716,1038,682,313,591,591,0,174,9,1301,4718,229,201,189,78,154,0,0,42
31876,42,3,Professional,Tier_2,6375,0,1326,3929,2113,817,1370,1685,1162,1679,646,6,2048,10773,734,145,62,303,280,44,18,188
17452,32,2,Self_Employed,Tier_2,3490,0,562,1997,933,864,722,1295,574,1626,515,5,923,4874,512,118,67,99,220,24,29,62
65450,57,0,Student,Tier_2,13090,6335,2048,7646,4799,3049,2322,3687,2051,0,1343,13,8573,19081,512,820,505,619,820,15,0,288
26670,36,4,Student,Tier_2,5334,0,874,3506,1543,1229,921,1448,1321,1550,524,8,2041,8420,964,419,225,145,246,29,26,88
15499,64,0,Student,Tier_1,4650,0,601,1720,1228,622,525,779,630,0,239,10,1538,4506,296,357,104,127,179,8,0,19
23199,28,4,Student,Tier_1,6960,0,1092,2917,1720,859,1048,1468,1118,1204,566,8,1808,4247,713,439,117,189,129,54,55,75
41743,58,2,Retired,Tier_2,8349,6609,2027,6186,3036,874,1388,2900,1699,2535,872,11,4730,5268,1614,891,241,309,767,48,99,128
19110,50,0,Student,Tier_2,3822,0,757,2785,1411,588,897,1041,889,0,488,9,1709,6432,429,406,164,153,251,25,0,89
15540,58,1,Professional,Tier_2,3108,1503,328,1856,958,328,598,1189,738,1457,336,9,1326,3141,247,210,66,106,72,5,5,96
36457,40,2,Professional,Tier_3,5469,0,1175,4125,1899,1183,1629,1501,1437,3358,527,8,2797,14156,462,145,309,128,246,10,118,97
36495,29,0,Self_Employed,Tier_2,7299,0,872,5458,2260,922,1183,1840,1547,0,1060,9,3312,14054,1008,608,189,346,314,33,0,54
19998,19,3,Student,Tier_1,5999,0,735,2217,1195,490,546,1369,738,1792,353,9,1798,4564,569,183,88,143,73,3,75,82
20581,60,0,Retired,Tier_2,4116,0,656,2901,1163,910,651,1290,1008,0,454,6,1265,7432,155,237,203,33,86,35,0,104
36120,38,0,Retired,Tier_3,5418,0,1522,5338,2172,1075,1467,2771,1500,0,973,8,2991,13884,461,619,293,114,533,59,0,132
9419,31,1,Professional,Tier_2,1884,1375,358,1412,658,307,221,444,357,695,223,6,602,1485,225,67,68,55,95,10,22,11
9730,51,2,Retired,Tier_2,1946,0,248,1184,505,472,437,411,348,942,143,9,920,3095,313,131,56,118,89,5,43,13
16885,32,3,Professional,Tier_2,3377,3216,415,2046,1002,432,732,910,632,1568,311,5,918,2243,388,102,22,69,144,16,47,50
25291,38,2,Student,Tier_2,5058,0,582,3379,1487,917,913,1448,1087,2525,499,9,2232,7397,1000,295,220,218,224,28,119,91
38472,40,2,Self_Employed,Tier_1,11542,4053,1626,4611,2166,1893,1227,3051,1274,2995,389,6,2288,3645,510,299,439,82,644,59,8,104
97659,38,3,Student,Tier_1,29298,18948,2926,10915,7513,4867,4368,5436,2943,9340,2484,14,0,-1380,2701,839,493,419,1585,134,248,372
59580,31,3,Retired,Tier_2,11916,0,1979,6865,4508,1312,2953,2993,2912,5305,616,13,8010,18222,1926,1321,306,400,864,43,42,180
26397,38,1,Self_Employed,Tier_2,5279,2833,867,2752,1838,642,1199,2097,836,2568,384,8,2143,5102,456,122,114,212,395,16,119,71
29547,29,4,Self_Employed,Tier_3,4432,0,1175,3299,2194,1417,772,2349,1043,2840,440,5,1604,9585,879,178,365,162,471,48,21,26
13453,59,1,Professional,Tier_1,4036,0,288,1470,959,628,433,946,642,893,350,6,832,2809,194,74,112,128,84,7,13,45
29559,63,3,Self_Employed,Tier_1,8868,3215,906,3639,1539,795,928,1975,1317,2213,484,8,2453,3680,1012,341,53,130,208,46,27,33
23814,64,0,Professional,Tier_1,7144,3920,545,3547,1773,1058,1118,1694,1063,0,251,6,1410,1700,504,151,134,262,255,46,0,37
38837,22,0,Retired,Tier_2,7767,4044,833,5202,2476,1527,1137,2357,1666,0,516,6,2233,11313,325,487,438,265,666,82,0,83
15478,19,2,Professional,Tier_2,3096,0,347,1695,1009,478,324,731,523,1271,415,10,1526,5589,188,153,27,53,104,3,28,47
45453,39,2,Student,Tier_2,9091,0,1484,6609,3607,1120,1700,2718,1981,3118,918,12,5619,13109,623,340,116,469,601,52,23,56
102247,23,4,Retired,Tier_1,30674,0,4174,11028,8035,3118,3603,6165,3682,8772,2430,18,18392,20567,1985,2379,785,522,547,21,298,649
27500,61,4,Student,Tier_2,5500,2727,932,3473,1613,1034,786,2029,1069,2464,372,5,1424,5501,320,133,223,233,284,44,58,56
41370,19,4,Retired,Tier_2,8274,0,1131,5458,2531,1239,2025,2007,1746,3570,943,12,4809,12447,1155,630,228,485,327,60,123,63
52108,46,4,Self_Employed,Tier_2,10422,4056,2060,6154,2645,2242,2497,3328,1900,2802,835,12,6343,13168,1345,397,290,536,218,95,28,86
21763,53,0,Retired,Tier_2,4353,0,567,3044,1364,742,820,1732,663,0,294,7,1551,8184,397,185,134,73,436,22,0,50
35890,24,3,Student,Tier_1,10767,0,1125,3830,2107,976,743,2021,1577,3402,528,6,2042,8813,395,308,99,159,317,42,65,38
30304,33,4,Retired,Tier_3,4546,0,1472,3828,1557,1422,1513,2335,927,2667,709,5,1612,9328,1099,432,93,315,601,41,110,137
32438,50,1,Student,Tier_2,6488,0,1456,3793,1937,982,964,1850,1096,1829,914,8,2593,11131,497,196,122,82,93,49,61,114
